Handle,Title,Vendor,Type,Variant Barcode,Variant Price,Variant Weight,Variant Weight Unit,Google Shopping / MPN,Variant Grams,Body (HTML),Image Src
NSS664,SWITCH Splatoon 2,Nintendo,Nintendo Switch Games,45496420437,,"0,05",,NSS664,,"<p><strong>Je na čase přemalovat</strong></p>

<p>Inklingové jsou zpátky! Tradiční bitvy 4 na 4 ze hry Splatoon se vrací v plnohodnotném pokračování originálního průlomového hitu<strong> </strong>společně s novými úrovněmi, módními trendy a arzenálem jako je kupříkladu dvojice samopalů Splat Dualies. Hráči mohou bojovat na televizi nebo za pochodu. Ať navíc použijí Nintendo Switch Pro Controller prodávaný samostatně či Joy-Cony, vždy mohou mířit za pomoci gyroskopu. Splatoon 2 podporuje lokální i online multiplayer. Hra bude taktéž podporovat voice chat za pomoci nové Nintendo Switch aplikace pro chytrá mobilní zařízení a po svém vydání bude přidávat další nové mapy, doplňky a zbraně stejně jako tomu bylo v případě prvního dílu.</p>

<p><iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/videoseries?list=PLYb2Ex5lahUfGfrbRFpABxThARifPeWPd"" width=""560""></iframe></p>",https://com.cqe.cz/gallery/1_33631/switch-splatoon-2-default.jpg
NSS6711,SWITCH Super Mario 3D World + Bowser's Fury,Nintendo,Nintendo Switch Games,45496426941,,"0,05",,NSS6711,,"<p><strong>Kočka leze z tašky… Super Mario 3D World vyjde na konzoli Nintendo Switch!</strong></p>

<p>Připojte se k Mariovi, Luigiumu, Princezně Peach a Toadovi na jejich cestě za záchranou Království Sprixie ve hře Super Mario 3D World + Bowser’s Fury na Nintendo Switch. Bowser unesl Princeznu Sprixie a je jen na našich hrdinech, aby ji zachránili!</p>

<p>Šplhejte přes zdi, škrábejte nepřátele pomocí Super Bell, naklonujte se díky Double Cherry nebo popadněte Cannon Box a vystřelte projektily na své protivníky. Tato upravená&nbsp;verze Super Mario 3D World rovněž přichází s vylepšenou hratelností, jako je zvýšená rychlost běhání všech postav či schopnost lézt ještě výše s využitím Super Bell. Dokonce můžete využívat i pohybové ovládání!</p>

<p><iframe allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/ara9x1CSoto"" title=""YouTube video player"" width=""560""></iframe></p>

<p>Užijte si multiplayerovou zábavu v lokální kooperaci až se třemi kamarády nebo se zapojte do online multiplayerového chaosu!</p>

<p><strong>Super Mario 3D World + Bowser's Fury dorazí exkluzivně na Nintendo Switch 12. února 2021.</strong></p>

<p><em>*Internetové připojení je vyžadováno během online hraní. Pro využití onine služeb je potřeba si vytvořit Nintendo Account a přijmout přislušné podmínky. Nintendo Account Privacy Policy je uplatňováno. Některé online služby nemusí být dostupné ve všech zemí. Online hraní vyžaduje placené online členství.</em></p>",https://com.cqe.cz/gallery/1_49590/switch-super-mario-3d-world-bowser-s-fury-default.jpg
NSS6652,SWITCH Splatoon 3,Nintendo,Nintendo Switch Games,45496510619,,"0,05",,NSS6652,,"<p><strong>Spray Splatlands with ink in the next Splatoon game!</strong></p>

<p>Enter the Splatlands, a sun-baked desert inhabited by warlike Inklings and Octolings. The adrenaline-fueled hub of this wasteland is the town of Splatsville, which is in chaos.</p>

<p>Finally, even in this desolate environment, the battles of the Turf War rage on.* Expect new battlefields from around the Splatlands.</p>

<p><iframe allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/GUYDXVDLmns"" width=""560""></iframe></p>

<p>New dynamic moves will help players deflect attacks and keep more grounded, and a new bow-inspired weapon will come in handy when inking. <span style=""font-size: 13px;"">Splatoon 3 will be released on September 9.</span></p>

<ul>
	<li>A brand new title in the Splatoon series</li>
	<li>Explore the Splatlands, a sun-baked region</li>
	<li>Try out new styles for Inklings and Octolings</li>
	<li>Turf Wars* battles, which pit four players on each side, are back, along with new maps, moves and weapons</li>
</ul>

<p><em>*Internet connection is required for online play. To use online services, you must create a Nintendo Account and accept the appropriate agreements. The Nintendo Account Privacy Policy applies. Some online services may not be available in all countries. Online play requires a paid online membership. </em></p>",https://com.cqe.cz/gallery/1_56021/switch-splatoon-3-default.jpg
NSS6684,SWITCH Super Mario Bros. Wonder,Nintendo,Nintendo Switch Games,45496479787,,"0,05",,NSS6684,,"<p><strong>Vstupte do světa zázraků v Super Mario Bros. Wonder pro Nintendo Switch!</strong></p>

<p>Tradiční z boku viděná Mario hratelnost se promění s přidáním zázračných květin (Wonder Flowers)! Tyto herní předměty spustí dosud neviděné momenty, které musíte vidět na vlastní oči, abyste jim uvěřili. Čekají na vás oživlé trubky či ostnaté míče způsobující spoušť všude okolo vás. Ty nejvíc neočekávané okamžiky se však jmenují Wonder Effects.</p>

<p><strong>Vybírejte z hrdinských postav světa Super Mario i power-upů</strong></p>

<p>Na výběr dostanete ze známých postav jako Mario, Luigi, Peach, Daisy, Yoshi či Toad. Maria můžete přeměnit do jeho sloní podoby a poradit si s nepřáteli díky novému power-upu!</p>

<p><iframe allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/EafJSJRdcUc"" title=""YouTube video player"" width=""560""></iframe></p>

<p><strong>Sdílejte zázraky s přáteli a dalšími Mario fanoušky</strong></p>

<p>Sezvěte až tři další hráče ke své Nintendo Switch konzoli a zažijte společně speciální Wonder Effects momenty. Spolupracujte jako tým a pomozte si s ostatními hráči dosáhnout konce úrovní.&nbsp;</p>",https://com.cqe.cz/gallery/1_59991/switch-super-mario-bros-wonder-default.jpg
NSS6686,SWITCH Super Mario Galaxy 1 + Super Mario Galaxy 2,Nintendo,Nintendo Switch Games,45496513085,,"0,05",,NSS6686,,Nintendo Switch 2 game,https://com.cqe.cz/gallery/1_65459/switch-super-mario-galaxy-1-super-mario-galaxy-2-default.jpg
NSS669,SWITCH Super Mario Maker 2,Nintendo,Nintendo Switch Games,45496424343,,"0,05",,NSS669,,"<h2>Tvořte kdykoliv... Hrajte s každým!</h2>

<p>Nehrajte podle pravidel a vytvořte si vlastní Super Mario úrovně, o kterých jste vždycky snili, v Super Mario Maker 2, pouze na Nintendo Switch! K dispozici vám bude spousta nových nástrojů a částí a nic tak nebude bránit vaší fantazii při vytváření unikátních úrovní, o které se můžete podělit nejen s přáteli, ale s celým světem.</p>

<h2>Přiveďte své nápady k životu!</h2>

<p>Vytvářet své vlastní Super Mario úrovně je snadné, nyní navíc mohou na tvorbě spolupracovat dva hráči na jedné obrazovce. Jednoduše si vyberte ikonické objekty a nepřátele a umístěte je kamkoliv chcete. Vybrat si můžete z několika různých prostředí a stylů Super Mario her - nově se do této nabídky přidává i styl Super Mario 3D World! Dokonce můžete zkombinovat známé elementy a stvořit tak věci, se kterými se Mario dosud nesetkal.</p>

<h2>Hrajte svojí cestou!</h2>

<p>Pomozte obnovit hrad Princezny Peach v novém Story Módu. S více než stovkou originálních úrovní, které vytvořilo samotné Nintendo získáte více než dost tipů a inspirace pro své vlastní tvoření!</p>

<p>Chcete ukázat své výtvory přátelům? Až 4 hráči zároveň se mohou pokusit dokončit vytvořené úrovně v lokálním multiplayeru. Hrajte jako Mario, Luigi, Toad a Toadette a užijte si skvělou zábavu!</p>

<p><img alt="""" src=""https://b2b.cqe.cz/db/wysiwyg/nintendoshop/SuperMarioMaker2PlayYourWaycharactersimage950w1.png"" style=""width: 500px; height: 204px;""></p>

<h2>Sdílejte s Nintendo Switch Online</h2>

<p>S členstvím v Nintendo Switch Online získáte přístup k úžasné kreativní komunitě, se kterou můžete sdílet své úrovně, aby si je mohli zahrát i ostatní. Kromě toho tu najdete stále rostoucí číslo úrovní vytvořených ostatními hráči, které si můžete ihned zahrát nebo si je stáhnout do konzole a zahrát offline později.</p>

<p><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/-EyAb0On6vw"" width=""560""></iframe></p>",https://com.cqe.cz/gallery/1_42593/switch-super-mario-maker-2-default.jpg
NSS672,SWITCH Super Mario Party,Nintendo,Nintendo Switch Games,45496422981,,"0,05",,NSS672,,"<h1>Mario Party&nbsp;dostává svěží vítr v novém dílu na Nintendo Switch!</h1>

<p>Party pokračuje na Nintendo Switch - Mario Party série se vrací s maximální zábavou pro každého! Klasický formát deskové hry dostal štědrou dávku nových strategických prvků, jako třeba specifické kostky pro každého hráče. Hra také přináší nové způsoby hraní - třeba minihry s využitím Joy-Con ovladačů a nové módy, které si užijí vaši přátelé i rodina. Desková hra pro čtyři hráče se vrací s klasickým předháněním se a hledáním hvězd. Dokonce můžete spojit dvě Nintendo Switch konzole v úplně novém dynamickém herním stylu, třeba v Toad's Rec Room módu. Nové módy a minihry spolu s originální deskou poskytnou tu nejlepší party, kdykoliv, kdekoliv a se všemi možnými hráči.</p>

<ul>
	<li>Obsahuje mnoho různých módů, například:
	<ul>
		<li><strong>Mario Party:</strong> Užijte si originální Mario Party herní plán s novými prvky, jako třeba různé kostky pro různé hráče, party systém a nové desky k prozkoumání</li>
		<li><strong>Toad's Rec Room:</strong> Nový dynamický herní styl, kdy spojíte dvě Nintendo Switch konzole v Tabletop módu</li>
	</ul>
	</li>
	<li>Postavte se proti sobě v 80 nových minihrách s mnoha novými způsoby hraní: Rychlé a zábavné hry, které otestují vaše schopnosti a maximálně využijí možnosti Joy-Con ovladačů</li>
</ul>

<p><iframe allow=""autoplay; encrypted-media"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/videoseries?list=PLYb2Ex5lahUdo3s_t7oQiPEI6sCeTppRu"" width=""560""></iframe></p>",https://com.cqe.cz/gallery/1_39530/switch-super-mario-party-default.jpg
NSS670,SWITCH Super Mario Odyssey,Nintendo,Nintendo Switch Games,45496420864,,"0,05",,NSS670,,"<p><strong>Návrat legendární hratelnosti do Super Mario série</strong></p>

<p style=""line-height: 150%"">První sandbox hra s Mariem v hlavní roli od dob Super Mario 64 na konzoli Nintendo 64 a Super Mario Sunshine na konzoli Nintendo GameCube. <font size=""1"" style=""font-size: 8pt""><font face=""Arial, sans-serif""><font size=""2""><span lang=""cs-CZ"">V té budou hráči cestovat napříč masivními 3D světy a sbírat speciální měsíce, kterými budou napájet Mariovo plavidlo nesoucí název Odyssey. Království po celém světe jsou plná tajemství a překvapení a Mario si může obléct celou řadu kostýmů a pracovat s okolním prostředím řadou kreativních způsobů jako je řízení vozidel či prozkoumávání oblastí v 2D Pixel Mario módu. Mariův nový partner Cappy mu navíc dává hromadu nových schopností, jako například házení čapkou či ovládnutí věcí, které do tradiční Mario hratelnosti přináší celou řadu svěžích postupů a definují celé toto nové dobrodružství. Hráči se pak dočkají také úplně nových lokací jako je například mrakodrapy zastavěné New Donk City.</span></font></font></font></p>

<p><iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/videoseries?list=PLYb2Ex5lahUeW_N52jZY3MFS5dQdX8wqV"" width=""560""></iframe></p>

<p><strong>Více informací o tomto i dalších titulech společnosti Nintendo se dočtete v tiskových zprávách na webových stránkách <a href=""http://www.mojenintendo.cz/"">mojenintendo.cz</a></strong><strong>.</strong></p>

<p><strong>Kompletní seznam kompatibilních amiibo ﬁgurek pro tento a další tituly společnosti Nintendo najdete na webových stránkách <a href=""http://www.nintendo.com/amiibo/compatibility"">nintendo.com/amiibo/compatibility</a></strong><strong>.</strong></p>",https://com.cqe.cz/gallery/1_35696/switch-super-mario-odyssey-default.jpg
NSS6734,SWITCH Super Mario Party Jamboree,Nintendo,Nintendo Switch Games,45496512606,,"0,06",,NSS6734,,"<p><strong>Enjoy the latest Mario Party jamboree style featuring seven board games and over 110 mini-games!</strong></p>

<p>Get ready for the biggest Super Mario Party yet in Super Mario Party Jamboree for Nintendo Switch. This jamboree is packed with over 110 minigames - from running to carousels to motion-controlled miniature golf, enjoy the most minigames in Mario Party history!</p>

<p>With seven board games in total, you'll go downstream in Goomba Lagoon, search for stars in Rainbow Galleria, or revisit classics familiar from past installments like Western Land and Mario's Rainbow Castle.</p>

<p><iframe allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen="""" frameborder=""0"" height=""315"" referrerpolicy=""strict-origin-when-cross-origin"" src=""https://www.youtube.com/embed/nDF8p9yhgIM?si=j1EZIjkbCjwS8r7L"" title=""YouTube video player"" width=""560""></iframe></p>

<p>Participate in Koopathlon, an online rivalry that will offer up to 20 players competing for the first time ever. Collect the highest scores in mini-games like the fast lane change. The higher your score in each round, the faster you'll reach the finish line. Koopathlon is just one of several add-on modes - every Mario Party player will find their favourite!</p>

<p><strong>Super Mario Party Jamboree will release on Nintendo Switch on October 17, 2024.</strong></p>

<p><em>Movement-controlled minigames require Joy-Con controllers and are not available for online play. Motion-controlled minigames are also not available for the Nintendo Switch Lite console or the Pro Controller, but minigames using button controls can still be played with this console and this accessory.</em></p>

<p><em>Multiplayer requires one compatible controller for each player. Additional controllers (sold separately) may be required.</em></p>",https://com.cqe.cz/gallery/1_62571/switch-super-mario-party-jamboree-default.jpg
NSS6736,SWITCH Super Mario RPG,Nintendo,Nintendo Switch Games,45496479947,,"0,05",,NSS6736,,"<p><strong>Dreams come true - Super Mario RPG is coming to Nintendo Switch!</strong></p>

<p>Join a remarkable group of heroes to save Star Road while stopping the troublesome Smithy gang. This colourful RPG has received improved graphics and cinematics to add even more charm to this unexpected alliance between Mario, Bowser, Peach and other original characters Mallow and Gene! Enter this world of eccentric sidekicks and unconventional enemies in an RPG that everyone will enjoy.</p>

<p><iframe allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/g-0D5EnZAws"" title=""YouTube video player"" width=""560""></iframe></p>

<p>Jump into the colorful world and give your attacks some of that extra power! Explore the vibrant environments with your party and head towards your next objective. Along the way, you'll encounter monsters that you'll need to conquer in turn-based battles together as a party of three to progress further through the game. Pressing a button at the right time will grant you extra damage or give you more protection against attacks.</p>

<p><strong>Super Mario RPG arrives on Nintendo Switch on November 17.</strong></p>",https://com.cqe.cz/gallery/1_60468/switch-super-mario-rpg-default.jpg
